Gemeinde,Ledige Männer Total +/-,Ledige Frauen Total +/-,Ledige20-24 JahreFrauen Total+/-,Ledige20-24 JahreMänner Total+/-,Ledige25-29 JahreFrauen Total+/-,Ledige25-29 JahreMänner Total+/-,Ledige30-34 JahreFrauen Total+/-,Ledige30-34 JahreMänner Total+/-,Ledige35-39 JahreFrauen Total+/-,Ledige35-39 JahreMänner Total+/-,Ledige40-44 JahreFrauen Total+/-,Ledige40-44 JahreMänner Total+/-,Ledige45-49 JahreFrauen Total+/-,Ledige45-49 JahreMänner Total+/-,Ledige50-54 JahreFrauen Total+/-,Ledige50-54 JahreMänner Total+/-,Ledige55-59 JahreFrauen Total+/-,Ledige55-59 JahreMänner Total+/-,Ledige60-64 JahreFrauen Total+/-,Ledige60-64 JahreMänner Total+/-,Ledige65-69 JahreFrauen Total+/-,Ledige65-69 JahreMänner Total+/-,Ledige70-74 JahreFrauen Total+/-,Ledige70-74 JahreMänner Total+/-,Ledige75-79 JahreFrauen Total+/-,Ledige75-79 JahreMänner Total+/-,Ledige80-84 JahreFrauen Total+/-,Ledige80-84 JahreMänner Total+/-,Ledige85-89 JahreFrauen Total+/-,Ledige85-89 JahreMänner Total+/-,Ledige90-94 JahreFrauen Total+/-,Ledige90-94 JahreMänner Total+/-
Oberdorf (NW),23,-23,-3,3,-33,33,-18,18,-10,10,-23,23,-15,15,-4,4,-3,3,4,-4,9,-9,2,-2,15,-15,20,-20,15,-15,5,-5
Stans,-30,30,-8,8,-69,69,-53,53,-36,36,-18,18,17,-17,5,-5,4,-4,32,-32,3,-3,50,-50,55,-55,50,-50,43,-43,27,-27
Stansstad,44,-44,-23,23,-13,13,-42,42,-33,33,-11,11,2,-2,-27,27,-12,12,9,-9,14,-14,13,-13,38,-38,28,-28,18,-18,15,-15
Wolfenschiessen,80,-80,-6,6,-26,26,-15,15,-10,10,3,-3,-9,9,-6,6,-7,7,-5,5,-3,3,3,-3,12,-12,3,-3,11,-11,8,-8
Glarus Nord,70,-70,-97,97,-121,121,-95,95,-83,83,-26,26,-43,43,1,-1,-5,5,16,-16,27,-27,83,-83,93,-93,137,-137,123,-123,54,-54
Glarus Süd,135,-135,-61,61,-109,109,-82,82,-53,53,-39,39,-37,37,-21,21,-30,30,-25,25,3,-3,40,-40,46,-46,84,-84,88,-88,44,-44
Glarus,24,-24,-68,68,-111,111,-115,115,-53,53,-26,26,-3,3,-23,23,22,-22,28,-28,29,-29,55,-55,70,-70,108,-108,108,-108,59,-59
Baar,-41,41,-8,8,-140,140,-154,154,-70,70,-51,51,-55,55,-15,15,12,-12,26,-26,84,-84,85,-85,127,-127,126,-126,111,-111,51,-51
Cham,-55,55,-14,14,-87,87,-72,72,-70,70,-4,4,-31,31,-22,22,8,-8,23,-23,51,-51,54,-54,100,-100,106,-106,73,-73,18,-18
Hünenberg,69,-69,-22,22,-42,42,-25,25,-9,9,-22,22,-25,25,-6,6,3,-3,11,-11,43,-43,26,-26,20,-20,29,-29,27,-27,12,-12
Menzingen,-82,82,-33,33,-45,45,-1,1,-8,8,-12,12,-13,13,0,0,-21,21,-11,11,8,-8,27,-27,74,-74,59,-59,50,-50,25,-25
Neuheim,144,-144,-25,25,-17,17,-27,27,-6,6,0,0,-14,14,-9,9,-5,5,6,-6,-2,2,2,-2,1,-1,14,-14,7,-7,3,-3
Oberägeri,-67,67,-11,11,-40,40,-9,9,-1,1,-4,4,1,-1,-9,9,4,-4,1,-1,8,-8,37,-37,25,-25,36,-36,45,-45,15,-15
Risch,324,-324,-7,7,-51,51,-113,113,-69,69,-36,36,-42,42,-11,11,-15,15,7,-7,16,-16,5,-5,34,-34,31,-31,16,-16,9,-9
Steinhausen,-45,45,-5,5,-46,46,-59,59,-17,17,-4,4,-21,21,10,-10,15,-15,22,-22,47,-47,39,-39,51,-51,50,-50,22,-22,7,-7
Unterägeri,-35,35,-21,21,-53,53,-49,49,-26,26,-16,16,0,0,7,-7,10,-10,18,-18,20,-20,50,-50,50,-50,52,-52,52,-52,34,-34
Walchwil,72,-72,-20,20,-26,26,-8,8,-19,19,-4,4,-41,41,-12,12,-4,4,-17,17,4,-4,20,-20,2,-2,20,-20,17,-17,13,-13
Zug,-223,223,-77,77,-127,127,-151,151,-158,158,-51,51,-121,121,18,-18,-3,3,46,-46,96,-96,97,-97,188,-188,183,-183,211,-211,99,-99
Bussy (FR),-1,1,-1,1,6,-6,-7,7,-8,8,0,0,2,-2,2,-2,-1,1,0,0,2,-2,2,-2,2,-2,0,0,4,-4,0,0
Châbles,-7,7,3,-3,5,-5,2,-2,-2,2,-2,2,-6,6,2,-2,1,-1,-2,2,4,-4,4,-4,3,-3,-1,1,0,0,1,-1
Châtillon (FR),-2,2,-3,3,3,-3,3,-3,3,-3,-3,3,-2,2,-1,1,1,-1,-2,2,1,-1,1,-1,1,-1,-2,2,3,-3,1,-1
Cheiry,0,0,3,-3,1,-1,-3,3,-2,2,-3,3,0,0,2,-2,-3,3,1,-1,1,-1,2,-2,1,-1,0,0,2,-2,2,-2
Cheyres,19,-19,-6,6,-8,8,-8,8,-7,7,-8,8,-8,8,3,-3,-5,5,3,-3,2,-2,10,-10,11,-11,6,-6,-1,1,-1,1
Cugy (FR),-39,39,16,-16,1,-1,-12,12,-1,1,7,-7,0,0,-10,10,-3,3,6,-6,11,-11,5,-5,10,-10,8,-8,5,-5,10,-10
Domdidier,54,-54,-3,3,-49,49,-11,11,0,0,-1,1,-1,1,-3,3,-5,5,17,-17,12,-12,7,-7,10,-10,20,-20,15,-15,7,-7
Dompierre (FR),31,-31,-9,9,1,-1,-1,1,-4,4,-7,7,3,-3,2,-2,-1,1,-2,2,-5,5,4,-4,2,-2,2,-2,4,-4,4,-4
Estavayer-le-Lac,-169,169,-14,14,-25,25,-17,17,-20,20,-25,25,1,-1,20,-20,8,-8,24,-24,37,-37,44,-44,42,-42,25,-25,33,-33,15,-15
Fétigny,11,-11,-1,1,0,0,3,-3,2,-2,3,-3,4,-4,0,0,0,0,5,-5,-2,2,0,0,-2,2,2,-2,-1,1,2,-2
Gletterens,-8,8,-2,2,-4,4,1,-1,-4,4,-3,3,-6,6,8,-8,-7,7,7,-7,1,-1,1,-1,6,-6,7,-7,1,-1,2,-2
Léchelles,17,-17,-5,5,-7,7,-7,7,4,-4,1,-1,5,-5,-5,5,0,0,-1,1,-1,1,-1,1,0,0,-1,1,5,-5,2,-2
Lully (FR),-34,34,-8,8,9,-9,-5,5,2,-2,0,0,4,-4,2,-2,1,-1,-4,4,1,-1,-2,2,5,-5,4,-4,1,-1,4,-4
Ménières,5,-5,0,0,0,0,-5,5,-4,4,4,-4,-4,4,0,0,-2,2,-2,2,-1,1,1,-1,2,-2,5,-5,6,-6,-2,2
Montagny (FR),-62,62,9,-9,-12,12,-2,2,-5,5,-9,9,3,-3,8,-8,2,-2,-4,4,10,-10,9,-9,12,-12,9,-9,14,-14,1,-1
Morens (FR),11,-11,-1,1,1,-1,-3,3,-1,1,-2,2,3,-3,0,0,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,0,0,0,0
Murist,1,-1,-6,6,-4,4,-1,1,-2,2,5,-5,1,-1,-6,6,4,-4,-1,1,4,-4,1,-1,4,-4,5,-5,2,-2,2,-2
Nuvilly,3,-3,-2,2,-5,5,-3,3,1,-1,-2,2,4,-4,0,0,2,-2,-1,1,1,-1,1,-1,-1,1,5,-5,2,-2,0,0
Prévondavaux,12,-12,0,0,-1,1,-4,4,1,-1,0,0,0,0,-2,2,0,0,1,-1,-1,1,1,-1,0,0,-1,1,0,0,0,0
Rueyres-les-Prés,-2,2,-6,6,0,0,0,0,-6,6,0,0,-1,1,4,-4,2,-2,2,-2,0,0,1,-1,3,-3,1,-1,1,-1,1,-1
Russy,12,-12,0,0,-4,4,-3,3,2,-2,-1,1,1,-1,-1,1,2,-2,0,0,-2,2,-2,2,1,-1,2,-2,0,0,1,-1
Saint-Aubin (FR),-2,2,4,-4,-7,7,-9,9,0,0,-5,5,-6,6,3,-3,-8,8,6,-6,6,-6,9,-9,2,-2,3,-3,6,-6,0,0
Sévaz,5,-5,-2,2,-2,2,0,0,0,0,-4,4,-3,3,2,-2,-4,4,0,0,0,0,2,-2,3,-3,0,0,2,-2,2,-2
Surpierre,-13,13,4,-4,2,-2,3,-3,-5,5,1,-1,-1,1,6,-6,-3,3,-1,1,-1,1,1,-1,7,-7,4,-4,2,-2,-1,1
Vallon,7,-7,-8,8,-3,3,-2,2,2,-2,1,-1,0,0,-2,2,3,-3,-3,3,1,-1,-1,1,0,0,2,-2,1,-1,1,-1
Villeneuve (FR),23,-23,-8,8,0,0,0,0,4,-4,-3,3,-5,5,-6,6,3,-3,-4,4,2,-2,1,-1,2,-2,4,-4,0,0,1,-1
Vuissens,18,-18,-9,9,-1,1,-2,2,1,-1,-1,1,-3,3,1,-1,1,-1,-2,2,-1,1,0,0,2,-2,-2,2,1,-1,1,-1
Les Montets,24,-24,-6,6,-16,16,-3,3,-20,20,2,-2,-1,1,2,-2,-6,6,9,-9,-1,1,0,0,5,-5,-3,3,7,-7,-1,1
Delley-Portalban,15,-15,-10,10,-1,1,-5,5,-3,3,-8,8,-3,3,7,-7,-3,3,7,-7,0,0,4,-4,-4,4,4,-4,1,-1,4,-4
Vernay,8,-8,-18,18,8,-8,-2,2,-5,5,0,0,5,-5,-3,3,1,-1,1,-1,-2,2,3,-3,3,-3,1,-1,3,-3,5,-5
Auboranges,-2,2,-1,1,0,0,-1,1,2,-2,-5,5,-3,3,3,-3,2,-2,0,0,2,-2,0,0,-2,2,0,0,-1,1,0,0
Billens-Hennens,1,-1,0,0,-2,2,-1,1,-5,5,-1,1,6,-6,-1,1,-5,5,-6,6,3,-3,0,0,5,-5,2,-2,5,-5,-1,1
Chapelle (Glâne),-5,5,3,-3,-6,6,1,-1,1,-1,1,-1,3,-3,-2,2,3,-3,-2,2,0,0,1,-1,0,0,0,0,1,-1,1,-1
Le Châtelard,3,-3,-2,2,4,-4,-6,6,-1,1,0,0,-6,6,-1,1,0,0,-1,1,1,-1,4,-4,0,0,3,-3,0,0,-1,1
Châtonnaye,7,-7,-7,7,-2,2,-2,2,-7,7,-5,5,2,-2,2,-2,0,0,-4,4,2,-2,4,-4,1,-1,5,-5,5,-5,2,-2
Ecublens (FR),-17,17,6,-6,-5,5,-2,2,1,-1,2,-2,-1,1,0,0,1,-1,-2,2,0,0,2,-2,2,-2,4,-4,2,-2,1,-1
Grangettes,2,-2,-2,2,-4,4,0,0,-1,1,-1,1,-2,2,1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,1,1,-1,2,-2
Massonnens,17,-17,5,-5,0,0,-3,3,-5,5,-4,4,-2,2,-1,1,-2,2,-1,1,-3,3,0,0,-3,3,5,-5,3,-3,3,-3
Mézières (FR),-1,1,-10,10,-1,1,0,0,-3,3,3,-3,2,-2,1,-1,-8,8,4,-4,1,-1,3,-3,10,-10,-2,2,2,-2,0,0
Montet (Glâne),18,-18,-2,2,2,-2,-2,2,0,0,-1,1,0,0,-2,2,0,0,-2,2,-1,1,0,0,1,-1,0,0,1,-1,0,0
Romont (FR),-41,41,-11,11,-12,12,-42,42,-17,17,-6,6,-13,13,10,-10,3,-3,0,0,26,-26,31,-31,22,-22,35,-35,35,-35,19,-19
Rue,-30,30,-9,9,-2,2,-2,2,3,-3,0,0,10,-10,7,-7,14,-14,-13,13,-1,1,4,-4,6,-6,10,-10,11,-11,4,-4
Siviriez,-12,12,-9,9,-22,22,-18,18,-6,6,-6,6,1,-1,16,-16,-2,2,-11,11,4,-4,7,-7,13,-13,4,-4,10,-10,7,-7
Ursy,0,0,-7,7,-7,7,-20,20,-3,3,-2,2,9,-9,-6,6,11,-11,-2,2,6,-6,-2,2,18,-18,17,-17,17,-17,7,-7
Villaz-Saint-Pierre,37,-37,13,-13,-39,39,-1,1,0,0,-12,12,2,-2,0,0,-4,4,2,-2,-2,2,-2,2,6,-6,3,-3,6,-6,9,-9
Vuisternens-devant-Romont,-31,31,11,-11,-21,21,-19,19,-6,6,0,0,4,-4,-3,3,4,-4,-3,3,-3,3,9,-9,-1,1,11,-11,9,-9,7,-7
Villorsonnens,-4,4,15,-15,0,0,-10,10,-3,3,-7,7,-1,1,-4,4,-6,6,-8,8,-3,3,3,-3,1,-1,1,-1,3,-3,5,-5
Torny,17,-17,-10,10,-2,2,-1,1,1,-1,0,0,-3,3,0,0,6,-6,0,0,2,-2,3,-3,3,-3,4,-4,3,-3,4,-4
La Folliaz,11,-11,-8,8,-6,6,-9,9,-2,2,0,0,4,-4,-6,6,-2,2,4,-4,3,-3,-8,8,-1,1,1,-1,8,-8,0,0
Haut-Intyamon,3,-3,-9,9,-7,7,-9,9,-9,9,-2,2,-12,12,9,-9,3,-3,2,-2,-3,3,8,-8,8,-8,4,-4,12,-12,6,-6
Pont-en-Ogoz,33,-33,11,-11,11,-11,-11,11,-8,8,-11,11,8,-8,-4,4,-8,8,-3,3,-4,4,5,-5,2,-2,7,-7,6,-6,1,-1
Botterens,-6,6,-7,7,-3,3,-7,7,-2,2,2,-2,-2,2,1,-1,0,0,-5,5,1,-1,4,-4,3,-3,4,-4,0,0,1,-1
Broc,-13,13,-30,30,-14,14,-18,18,-8,8,-20,20,3,-3,-6,6,13,-13,19,-19,8,-8,18,-18,17,-17,20,-20,14,-14,12,-12
Bulle,-396,396,11,-11,-171,171,-117,117,-86,86,-35,35,63,-63,54,-54,54,-54,81,-81,93,-93,145,-145,140,-140,157,-157,98,-98,70,-70
Châtel-sur-Montsalvens,23,-23,-3,3,0,0,-5,5,-3,3,-4,4,0,0,-4,4,3,-3,-2,2,5,-5,2,-2,-1,1,0,0,-2,2,0,0
Corbières,-4,4,-1,1,-3,3,0,0,2,-2,-3,3,-1,1,-8,8,4,-4,1,-1,1,-1,5,-5,2,-2,2,-2,4,-4,1,-1
Crésuz,13,-13,-3,3,-4,4,-3,3,1,-1,-6,6,-1,1,-4,4,5,-5,3,-3,-2,2,0,0,1,-1,3,-3,2,-2,0,0
Echarlens,-12,12,7,-7,-1,1,-3,3,-1,1,-4,4,-3,3,-1,1,4,-4,0,0,2,-2,2,-2,1,-1,0,0,5,-5,3,-3
Grandvillard,2,-2,3,-3,-8,8,-3,3,-3,3,-6,6,3,-3,0,0,-3,3,3,-3,0,0,3,-3,4,-4,7,-7,7,-7,0,0
Gruyères,14,-14,-11,11,-16,16,5,-5,13,-13,-2,2,-5,5,8,-8,-9,9,6,-6,-3,3,4,-4,-4,4,8,-8,4,-4,4,-4
Hauteville,1,-1,-1,1,-6,6,4,-4,-7,7,3,-3,0,0,0,0,2,-2,1,-1,3,-3,3,-3,1,-1,4,-4,0,0,-1,1
Jaun,38,-38,-12,12,-10,10,-5,5,-4,4,-3,3,-7,7,0,0,1,-1,5,-5,-7,7,0,0,-1,1,1,-1,4,-4,5,-5
Marsens,15,-15,12,-12,-10,10,-6,6,-8,8,0,0,7,-7,7,-7,-2,2,5,-5,-4,4,0,0,11,-11,1,-1,7,-7,1,-1
Morlon,-11,11,-4,4,-6,6,-5,5,2,-2,0,0,2,-2,0,0,3,-3,6,-6,-3,3,4,-4,2,-2,1,-1,2,-2,4,-4
Le Pâquier (FR),-16,16,19,-19,-11,11,4,-4,-3,3,2,-2,-8,8,4,-4,3,-3,-3,3,0,0,13,-13,1,-1,11,-11,1,-1,1,-1
Pont-la-Ville,17,-17,-2,2,-1,1,-9,9,2,-2,0,0,0,0,-1,1,1,-1,2,-2,1,-1,0,0,1,-1,1,-1,2,-2,0,0
Riaz,-43,43,-25,25,-9,9,-16,16,-14,14,15,-15,2,-2,15,-15,18,-18,-2,2,8,-8,6,-6,18,-18,14,-14,5,-5,-1,1
La Roche,8,-8,-4,4,-14,14,1,-1,1,-1,-8,8,-9,9,1,-1,-3,3,-9,9,1,-1,6,-6,10,-10,-3,3,12,-12,3,-3
Sâles,-22,22,-4,4,0,0,-11,11,-1,1,-5,5,0,0,-6,6,-7,7,1,-1,10,-10,3,-3,3,-3,16,-16,3,-3,6,-6
Sorens,23,-23,12,-12,-18,18,-4,4,0,0,-9,9,-2,2,4,-4,4,-4,-1,1,4,-4,4,-4,6,-6,4,-4,1,-1,2,-2
Vaulruz,-15,15,1,-1,-3,3,-6,6,2,-2,-3,3,-1,1,-3,3,4,-4,2,-2,-5,5,6,-6,5,-5,4,-4,7,-7,4,-4
Vuadens,-14,14,2,-2,9,-9,-7,7,-7,7,-9,9,0,0,-3,3,5,-5,-1,1,-1,1,9,-9,-3,3,11,-11,6,-6,5,-5
Bas-Intyamon,-8,8,-3,3,-13,13,0,0,-5,5,-4,4,4,-4,0,0,-9,9,3,-3,7,-7,11,-11,1,-1,4,-4,4,-4,5,-5
Val-de-Charmey,2,-2,-11,11,-17,17,-29,29,-14,14,2,-2,-6,6,-7,7,-12,12,8,-8,-1,1,14,-14,13,-13,18,-18,13,-13,7,-7
Arconciel,24,-24,-3,3,-4,4,-9,9,3,-3,-3,3,-6,6,7,-7,-2,2,0,0,3,-3,-1,1,2,-2,3,-3,5,-5,0,0
Autafond,8,-8,-1,1,1,-1,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autigny,-10,10,-11,11,-8,8,-4,4,-1,1,0,0,5,-5,3,-3,6,-6,3,-3,0,0,3,-3,1,-1,3,-3,6,-6,2,-2
Avry,-49,49,8,-8,1,-1,9,-9,-16,16,6,-6,-3,3,1,-1,8,-8,4,-4,10,-10,5,-5,-4,4,6,-6,1,-1,2,-2
Belfaux,-43,43,-14,14,0,0,-19,19,-19,19,-3,3,15,-15,7,-7,11,-11,8,-8,6,-6,12,-12,7,-7,5,-5,10,-10,7,-7
Chénens,-9,9,4,-4,0,0,-6,6,-5,5,3,-3,2,-2,-2,2,4,-4,-2,2,0,0,5,-5,1,-1,3,-3,-2,2,0,0
Chésopelloz,9,-9,-7,7,-1,1,1,-1,0,0,1,-1,-1,1,2,-2,-2,2,1,-1,2,-2,-2,2,0,0,0,0,2,-2,0,0
Corminboeuf,50,-50,-11,11,-13,13,-13,13,1,-1,-3,3,-3,3,-3,3,-7,7,3,-3,3,-3,10,-10,7,-7,1,-1,9,-9,1,-1
Corpataux-Magnedens,33,-33,-11,11,-10,10,-3,3,-6,6,-2,2,6,-6,10,-10,-4,4,4,-4,-3,3,-3,3,-2,2,6,-6,4,-4,2,-2
Corserey,-9,9,5,-5,-1,1,-2,2,1,-1,0,0,-3,3,-2,2,-1,1,3,-3,3,-3,1,-1,2,-2,3,-3,4,-4,1,-1
Cottens (FR),10,-10,9,-9,-19,19,0,0,-4,4,-3,3,-2,2,8,-8,2,-2,4,-4,0,0,1,-1,-1,1,6,-6,6,-6,3,-3
Ependes (FR),-12,12,-7,7,-5,5,2,-2,2,-2,1,-1,7,-7,-3,3,10,-10,-1,1,-2,2,6,-6,2,-2,8,-8,0,0,0,0
Farvagny,-80,80,11,-11,-7,7,-6,6,-2,2,11,-11,11,-11,2,-2,8,-8,0,0,10,-10,6,-6,12,-12,8,-8,14,-14,1,-1
Ferpicloz,-15,15,0,0,-2,2,-2,2,-1,1,2,-2,4,-4,-1,1,-2,2,0,0,-2,2,2,-2,0,0,0,0,2,-2,2,-2
Fribourg,-674,674,-131,131,-152,152,-277,277,-224,224,-143,143,-31,31,33,-33,55,-55,184,-184,202,-202,249,-249,284,-284,356,-356,307,-307,179,-179
Givisiez,-27,27,-6,6,-11,11,-13,13,-15,15,2,-2,8,-8,14,-14,-2,2,15,-15,19,-19,14,-14,12,-12,14,-14,-1,1,6,-6
Granges-Paccot,-1,1,-19,19,-12,12,-16,16,-9,9,-12,12,8,-8,10,-10,-1,1,18,-18,9,-9,2,-2,5,-5,5,-5,9,-9,8,-8
Grolley,5,-5,-2,2,-35,35,1,-1,3,-3,0,0,7,-7,-3,3,1,-1,5,-5,-3,3,10,-10,7,-7,5,-5,9,-9,1,-1
Marly,-322,322,7,-7,-22,22,-6,6,-2,2,-1,1,21,-21,34,-34,37,-37,28,-28,56,-56,40,-40,43,-43,45,-45,31,-31,10,-10
Matran,-41,41,-9,9,-4,4,1,-1,3,-3,4,-4,6,-6,8,-8,-5,5,1,-1,7,-7,0,0,7,-7,2,-2,0,0,7,-7
Neyruz (FR),44,-44,-1,1,-5,5,-13,13,2,-2,-12,12,15,-15,3,-3,0,0,0,0,3,-3,8,-8,7,-7,6,-6,0,0,2,-2
Noréaz,-4,4,-5,5,-5,5,1,-1,-7,7,-1,1,0,0,-3,3,-2,2,6,-6,1,-1,0,0,-1,1,3,-3,3,-3,1,-1
Pierrafortscha,0,0,3,-3,-1,1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,1,-1,-1,1,-1,1,1,-1,0,0,0,0,1,-1
Ponthaux,-2,2,-2,2,10,-10,-3,3,6,-6,-3,3,-5,5,-7,7,0,0,3,-3,-4,4,1,-1,0,0,1,-1,1,-1,4,-4
Le Mouret,43,-43,-24,24,-21,21,-28,28,-7,7,-5,5,-11,11,-1,1,-11,11,-6,6,-1,1,13,-13,13,-13,10,-10,11,-11,5,-5
Prez-vers-Noréaz,-26,26,-3,3,-7,7,0,0,-2,2,-2,2,-1,1,6,-6,4,-4,5,-5,1,-1,2,-2,2,-2,6,-6,7,-7,5,-5
Rossens (FR),-22,22,2,-2,-12,12,-1,1,-4,4,4,-4,2,-2,9,-9,0,0,1,-1,9,-9,2,-2,1,-1,4,-4,1,-1,2,-2
Le Glèbe,13,-13,-8,8,-10,10,-12,12,4,-4,3,-3,-4,4,4,-4,2,-2,4,-4,1,-1,5,-5,2,-2,5,-5,4,-4,2,-2
Senèdes,9,-9,0,0,0,0,-1,1,0,0,-1,1,0,0,1,-1,-3,3,0,0,1,-1,1,-1,0,0,1,-1,1,-1,0,0
Treyvaux,17,-17,-5,5,-16,16,-10,10,-8,8,2,-2,-3,3,-6,6,2,-2,-6,6,-3,3,9,-9,8,-8,4,-4,6,-6,3,-3
Villars-sur-Glâne,-300,300,-24,24,-42,42,-46,46,-23,23,4,-4,23,-23,34,-34,35,-35,41,-41,72,-72,66,-66,53,-53,76,-76,50,-50,17,-17
Villarsel-sur-Marly,2,-2,0,0,1,-1,2,-2,-2,2,-3,3,-2,2,0,0,2,-2,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0
Vuisternens-en-Ogoz,37,-37,-8,8,-14,14,-3,3,2,-2,-4,4,1,-1,-3,3,9,-9,-3,3,1,-1,1,-1,-4,4,4,-4,3,-3,5,-5
Hauterive (FR),54,-54,-3,3,-18,18,-4,4,-1,1,-3,3,-3,3,10,-10,6,-6,-2,2,1,-1,-2,2,9,-9,6,-6,5,-5,6,-6
La Brillaz,40,-40,-4,4,-23,23,-3,3,-2,2,1,-1,3,-3,-5,5,4,-4,-1,1,3,-3,10,-10,7,-7,4,-4,4,-4,5,-5
La Sonnaz,-12,12,-5,5,-1,1,-1,1,-3,3,1,-1,-5,5,-7,7,-2,2,0,0,6,-6,1,-1,1,-1,1,-1,5,-5,0,0
Barberêche,20,-20,-3,3,-6,6,2,-2,-4,4,-4,4,1,-1,-4,4,-1,1,2,-2,-3,3,1,-1,3,-3,0,0,2,-2,2,-2
Courgevaux,48,-48,-27,27,-9,9,2,-2,-5,5,-4,4,4,-4,5,-5,4,-4,-5,5,0,0,-1,1,-1,1,-1,1,5,-5,7,-7
Courlevon,-9,9,-1,1,-3,3,1,-1,-3,3,3,-3,2,-2,2,-2,0,0,-1,1,1,-1,2,-2,-1,1,0,0,3,-3,0,0
Courtepin,4,-4,-9,9,-21,21,-20,20,-22,22,-10,10,-6,6,5,-5,12,-12,12,-12,4,-4,8,-8,12,-12,11,-11,4,-4,8,-8
Cressier (FR),12,-12,-6,6,8,-8,-3,3,3,-3,1,-1,-4,4,-8,8,3,-3,6,-6,1,-1,-3,3,1,-1,0,0,5,-5,2,-2
Fräschels,30,-30,-2,2,-5,5,2,-2,-2,2,-6,6,-3,3,1,-1,0,0,-1,1,0,0,-1,1,4,-4,-2,2,-2,2,2,-2
Galmiz,17,-17,0,0,-8,8,-8,8,1,-1,2,-2,-1,1,-9,9,1,-1,-5,5,-3,3,-1,1,7,-7,4,-4,4,-4,2,-2
Gempenach,8,-8,-7,7,-11,11,-2,2,1,-1,-3,3,3,-3,4,-4,0,0,-1,1,-2,2,1,-1,1,-1,1,-1,-1,1,4,-4
Greng,-11,11,-1,1,7,-7,-3,3,1,-1,-3,3,-1,1,-5,5,0,0,1,-1,-2,2,-1,1,0,0,2,-2,2,-2,0,0
Gurmels,18,-18,-2,2,7,-7,-23,23,-6,6,4,-4,-16,16,-5,5,0,0,-2,2,5,-5,9,-9,11,-11,27,-27,22,-22,12,-12
Jeuss,-7,7,-2,2,-2,2,-1,1,-1,1,0,0,0,0,3,-3,0,0,0,0,2,-2,2,-2,4,-4,2,-2,1,-1,0,0
Kerzers,-53,53,-19,19,-36,36,-17,17,-6,6,-8,8,7,-7,-2,2,12,-12,3,-3,0,0,17,-17,18,-18,22,-22,17,-17,5,-5
Kleinbösingen,-4,4,-3,3,3,-3,-1,1,4,-4,-5,5,-1,1,-1,1,3,-3,-3,3,3,-3,-3,3,-2,2,1,-1,1,-1,-1,1
Lurtigen,-8,8,0,0,0,0,-3,3,1,-1,1,-1,-3,3,5,-5,-1,1,1,-1,1,-1,-1,1,1,-1,0,0,-1,1,2,-2
Meyriez,-18,18,0,0,0,0,-5,5,-4,4,-1,1,-4,4,3,-3,3,-3,-5,5,6,-6,3,-3,2,-2,3,-3,0,0,2,-2
Misery-Courtion,64,-64,2,-2,-4,4,-6,6,-8,8,1,-1,-10,10,-2,2,-3,3,-1,1,-2,2,5,-5,3,-3,15,-15,9,-9,-1,1
Muntelier,12,-12,-3,3,-3,3,-4,4,-7,7,-4,4,3,-3,-1,1,3,-3,2,-2,3,-3,2,-2,6,-6,4,-4,3,-3,3,-3
Murten,-227,227,-38,38,-3,3,-13,13,-28,28,-5,5,3,-3,2,-2,-1,1,20,-20,41,-41,39,-39,25,-25,55,-55,67,-67,41,-41
Ried bei Kerzers,22,-22,-16,16,-3,3,-11,11,-11,11,0,0,1,-1,6,-6,-7,7,0,0,-2,2,3,-3,0,0,10,-10,6,-6,1,-1
Salvenach,6,-6,-7,7,-2,2,-2,2,-8,8,2,-2,-1,1,-3,3,4,-4,6,-6,3,-3,1,-1,2,-2,2,-2,0,0,2,-2
Ulmiz,5,-5,-4,4,0,0,2,-2,-4,4,-1,1,1,-1,-1,1,0,0,2,-2,-1,1,-3,3,1,-1,4,-4,2,-2,2,-2
Villarepos,13,-13,0,0,0,0,2,-2,-3,3,0,0,-3,3,0,0,0,0,3,-3,0,0,3,-3,5,-5,6,-6,6,-6,0,0
Bas-Vully,38,-38,-26,26,-3,3,-20,20,-5,5,1,-1,1,-1,3,-3,-6,6,11,-11,3,-3,-4,4,11,-11,1,-1,12,-12,7,-7
Haut-Vully,12,-12,-6,6,2,-2,-4,4,4,-4,1,-1,1,-1,-4,4,-2,2,2,-2,-1,1,-1,1,5,-5,6,-6,3,-3,2,-2
Wallenried,-5,5,0,0,-1,1,-1,1,-4,4,3,-3,-1,1,3,-3,4,-4,0,0,1,-1,3,-3,1,-1,4,-4,1,-1,1,-1
Alterswil,-25,25,-1,1,-11,11,0,0,-4,4,-12,12,-1,1,-2,2,1,-1,5,-5,7,-7,9,-9,9,-9,12,-12,15,-15,5,-5
Brünisried,4,-4,-6,6,-4,4,-1,1,-1,1,-7,7,6,-6,0,0,-4,4,-1,1,3,-3,1,-1,1,-1,2,-2,6,-6,4,-4
Düdingen,-35,35,-39,39,-52,52,-50,50,19,-19,-10,10,-1,1,-15,15,2,-2,29,-29,23,-23,33,-33,47,-47,42,-42,48,-48,25,-25
